family_name,days_total,pos_days,zero_days,zero_rate,pos_rate,qty_total,qty_avg_all_days,qty_avg_pos_days,qty_std_pos_days,years_count,active_months,adi,cv2_pos,peak_doy,season_start_p25,season_start_p50,season_start_p75,demand_class,data_quality_class,seasonality_class
carota,6273,60,6213,0.9904,0.0096,127.0,0.0202,2.1167,2.3003,18,5,13.661,1.181,137,80.0,98.0,107.5,lumpy,strong,seasonal
asteriscus,6273,61,6212,0.9903,0.0097,166.0,0.0265,2.7213,2.7027,18,7,84.4167,0.9863,130,114.0,124.0,168.0,lumpy,strong,broad_seasonal
alternanthera,6273,63,6210,0.99,0.01,149.0,0.0238,2.3651,2.0344,18,6,50.6613,0.7399,283,143.0,249.0,250.0,lumpy,strong,seasonal
cipresso leylandii,6273,63,6210,0.99,0.01,190.0,0.0303,3.0159,2.5684,18,12,99.9355,0.7253,145,42.5,69.0,112.5,lumpy,strong,all_year
albicocco,6273,64,6209,0.9898,0.0102,104.0,0.0166,1.625,2.2075,18,9,91.7143,1.8454,106,17.0,27.5,55.5,lumpy,strong,broad_seasonal
canapa,6273,65,6208,0.9896,0.0104,150.0,0.0239,2.3077,1.9359,18,6,22.8906,0.7037,135,107.2,111.5,115.8,lumpy,strong,seasonal
rademarchera,6273,69,6204,0.989,0.011,87.0,0.0139,1.2609,0.9495,18,6,34.1618,0.5671,321,237.2,239.5,244.8,lumpy,strong,seasonal
prunus,6273,70,6203,0.9888,0.0112,110.0,0.0175,1.5714,1.8223,18,10,87.8551,1.3448,107,59.0,78.0,88.2,lumpy,strong,all_year
bergenia,6273,70,6203,0.9888,0.0112,133.0,0.0212,1.9,1.4461,18,10,66.913,0.5793,278,50.8,60.5,86.5,lumpy,strong,all_year
graminacee pennisetum,6273,70,6203,0.9888,0.0112,154.0,0.0245,2.2,3.5533,18,12,48.1449,2.6087,161,51.0,210.0,258.0,lumpy,strong,all_year
citisus,6273,71,6202,0.9887,0.0113,168.0,0.0268,2.3662,2.1128,18,5,73.0571,0.7973,93,73.0,89.0,99.0,lumpy,strong,seasonal
zucca ornamentale,6273,74,6199,0.9882,0.0118,184.0,0.0293,2.4865,1.9106,18,6,35.6575,0.5904,300,237.0,253.0,258.0,lumpy,strong,seasonal
criptomeria,6273,75,6198,0.988,0.012,114.0,0.0182,1.52,1.095,18,12,50.3649,0.5189,122,12.0,54.0,102.0,lumpy,strong,all_year
lysimachia,6273,75,6198,0.988,0.012,146.0,0.0233,1.9467,1.6917,18,9,80.6351,0.7552,151,119.0,149.0,273.0,lumpy,strong,broad_seasonal
hemerocallis,6273,76,6197,0.9879,0.0121,121.0,0.0193,1.5921,1.2773,18,6,83.0533,0.6436,62,49.0,50.0,86.0,lumpy,strong,seasonal
hardenbergia,6273,77,6196,0.9877,0.0123,126.0,0.0201,1.6364,1.404,18,5,67.7895,0.7362,95,39.0,47.0,55.0,lumpy,strong,seasonal
geraneo zonale,6273,77,6196,0.9877,0.0123,314.0,0.0501,4.0779,4.4803,18,5,48.3684,1.2071,116,115.2,120.5,131.8,lumpy,strong,seasonal
graminacee stipa,6273,81,6192,0.9871,0.0129,169.0,0.0269,2.0864,1.9183,18,12,40.45,0.8454,95,25.8,80.5,181.0,lumpy,strong,all_year
coleonema,6273,87,6186,0.9861,0.0139,137.0,0.0218,1.5747,1.1272,18,9,59.407,0.5124,78,58.0,71.0,81.5,lumpy,strong,broad_seasonal
delphinium,6273,87,6186,0.9861,0.0139,159.0,0.0253,1.8276,1.2868,18,4,47.814,0.4958,114,111.2,113.0,114.0,lumpy,strong,seasonal
lonicera,6273,93,6180,0.9852,0.0148,158.0,0.0252,1.6989,1.3415,18,12,66.587,0.6235,99,57.0,84.0,122.0,lumpy,strong,all_year
ramo abete,6273,93,6180,0.9852,0.0148,377.0,0.0601,4.0538,3.4019,18,2,31.8152,0.7043,336,327.5,328.0,333.0,lumpy,strong,very_narrow
tagete,6273,96,6177,0.9847,0.0153,282.0,0.045,2.9375,2.5867,18,10,53.5053,0.7754,146,98.0,118.5,145.0,lumpy,strong,all_year
leucothoe,6273,97,6176,0.9845,0.0155,156.0,0.0249,1.6082,1.4402,18,12,30.1667,0.8019,6,23.0,78.0,137.0,lumpy,strong,all_year
carillon,6273,97,6176,0.9845,0.0155,517.0,0.0824,5.3299,5.5971,18,4,11.6562,1.1028,146,110.5,114.0,115.5,lumpy,strong,seasonal
mitchella,6273,98,6175,0.9844,0.0156,203.0,0.0324,2.0714,2.4379,18,11,34.2577,1.3851,282,24.8,265.0,286.8,lumpy,strong,all_year
dipladenia vaschetta,6273,99,6174,0.9842,0.0158,191.0,0.0304,1.9293,1.5203,18,5,26.1837,0.6209,130,116.5,127.0,132.5,lumpy,strong,seasonal
sanvitalia,6273,99,6174,0.9842,0.0158,233.0,0.0371,2.3535,1.8368,18,4,48.8776,0.6091,143,82.5,102.5,121.8,lumpy,strong,seasonal
houttuynia,6273,101,6172,0.9839,0.0161,198.0,0.0316,1.9604,2.3829,18,8,55.65,1.4775,274,134.8,232.5,258.5,lumpy,strong,broad_seasonal
angelonia,6273,102,6171,0.9837,0.0163,191.0,0.0304,1.8725,1.6631,18,7,51.4356,0.7888,160,136.0,151.0,168.5,lumpy,strong,broad_seasonal
lattuga,6273,108,6165,0.9828,0.0172,1214.0,0.1935,11.2407,8.7871,18,6,2.0654,0.6111,115,,,,lumpy,strong,seasonal
abete excelsa,6273,110,6163,0.9825,0.0175,272.0,0.0434,2.4727,2.1448,18,2,26.9174,0.7524,342,327.0,332.0,333.5,lumpy,strong,very_narrow
lavanda dentata,6273,110,6163,0.9825,0.0175,272.0,0.0434,2.4727,2.4559,18,11,15.0734,0.9864,100,57.5,70.0,76.5,lumpy,strong,all_year
sagina,6273,111,6162,0.9823,0.0177,178.0,0.0284,1.6036,1.3093,18,11,31.8364,0.6666,303,19.8,68.5,99.2,lumpy,strong,all_year
eichornia,6273,111,6162,0.9823,0.0177,206.0,0.0328,1.8559,1.3938,18,7,7.1455,0.564,100,81.0,82.0,109.0,lumpy,strong,broad_seasonal
aeonium,6273,116,6157,0.9815,0.0185,155.0,0.0247,1.3362,0.9775,18,12,51.9739,0.5352,244,31.8,81.0,115.5,lumpy,strong,all_year
eliotropio,6273,120,6153,0.9809,0.0191,259.0,0.0413,2.1583,1.593,18,7,36.7731,0.5448,129,94.8,112.0,121.0,lumpy,strong,broad_seasonal
armeria,6273,120,6153,0.9809,0.0191,293.0,0.0467,2.4417,2.153,18,4,33.916,0.7775,56,36.0,54.0,54.0,lumpy,strong,seasonal
dragoncello,6273,121,6152,0.9807,0.0193,162.0,0.0258,1.3388,1.1587,18,10,34.825,0.749,208,63.5,76.5,106.0,lumpy,strong,all_year
aptenia,6273,124,6149,0.9802,0.0198,285.0,0.0454,2.2984,1.8257,18,12,33.6667,0.6309,223,57.5,77.0,211.0,lumpy,strong,all_year
bamboo,6273,126,6146,0.9798,0.0201,230.0,0.0367,1.8651,1.5355,18,12,47.288,0.6778,269,18.0,26.0,51.0,lumpy,strong,all_year
escallonia,6273,127,6146,0.9798,0.0202,257.0,0.041,2.0236,2.0255,18,12,49.1667,1.0018,104,56.5,71.5,105.5,lumpy,strong,all_year
melone,6273,128,6145,0.9796,0.0204,614.0,0.0979,4.7969,5.3365,18,6,35.1496,1.2376,134,85.2,108.5,116.0,lumpy,strong,seasonal
mecardonia,6273,130,6143,0.9793,0.0207,271.0,0.0432,2.0846,1.6189,18,7,30.8915,0.6031,137,127.5,135.5,163.8,lumpy,strong,broad_seasonal
daboecia,6273,133,6140,0.9788,0.0212,356.0,0.0568,2.6767,2.4138,18,8,31.6439,0.8132,246,150.8,239.0,242.8,lumpy,strong,broad_seasonal
leucanthemum,6273,137,6136,0.9782,0.0218,281.0,0.0448,2.0511,1.6553,18,10,21.4191,0.6513,154,87.0,123.0,134.0,lumpy,strong,all_year
echinacea,6273,139,6134,0.9778,0.0222,265.0,0.0422,1.9065,1.5031,18,8,33.4783,0.6216,187,165.8,173.5,186.8,lumpy,strong,broad_seasonal
anigozanthos,6273,141,6132,0.9775,0.0225,249.0,0.0397,1.766,1.3128,18,11,41.5143,0.5526,61,45.0,74.0,82.0,lumpy,strong,all_year
cotoneaster,6273,141,6132,0.9775,0.0225,310.0,0.0494,2.1986,2.0675,18,12,41.7071,0.8843,91,47.0,76.0,119.0,lumpy,strong,all_year
abete,6273,150,6123,0.9761,0.0239,318.0,0.0507,2.12,1.6826,18,10,27.1275,0.6299,341,96.5,186.0,327.5,lumpy,strong,all_year
erisinum,6273,153,6120,0.9756,0.0244,346.0,0.0552,2.2614,2.4623,18,8,40.8158,1.1855,74,26.0,54.0,65.0,lumpy,strong,broad_seasonal
aubretia,6273,157,6116,0.975,0.025,621.0,0.099,3.9554,4.6731,18,4,30.2756,1.3958,104,39.0,52.0,66.0,lumpy,strong,seasonal
frutti minori,6273,158,6115,0.9748,0.0252,321.0,0.0512,2.0316,1.5738,18,12,37.9236,0.6,85,44.2,65.5,91.2,lumpy,strong,all_year
arbusti,6273,165,6108,0.9737,0.0263,496.0,0.0791,3.0061,3.2526,18,12,11.2561,1.1707,73,6.5,23.0,185.8,lumpy,strong,all_year
levistico,6273,175,6098,0.9721,0.0279,300.0,0.0478,1.7143,1.2123,18,11,17.0402,0.5001,115,68.0,78.5,103.8,lumpy,strong,all_year
citronella,6273,175,6098,0.9721,0.0279,318.0,0.0507,1.8171,1.7256,18,12,26.0805,0.9018,145,28.8,82.0,106.5,lumpy,strong,all_year
lavanda pinnata,6273,178,6095,0.9716,0.0284,382.0,0.0609,2.1461,2.0228,18,12,29.548,0.8884,67,20.0,98.0,227.2,lumpy,strong,all_year
zucchino,6273,179,6094,0.9715,0.0285,1069.0,0.1704,5.9721,6.3374,18,6,4.6629,1.1261,160,57.0,61.0,61.5,lumpy,strong,seasonal
melanzana,6273,179,6094,0.9715,0.0285,1196.0,0.1907,6.6816,7.731,18,6,24.809,1.3388,113,65.8,90.0,116.5,lumpy,strong,seasonal
elicriso,6273,181,6092,0.9711,0.0289,435.0,0.0693,2.4033,1.9826,18,11,19.1,0.6806,121,57.5,65.0,82.5,lumpy,strong,all_year
geraneo odoroso,6273,184,6089,0.9707,0.0293,462.0,0.0736,2.5109,2.6837,18,7,28.2842,1.1424,100,85.0,95.0,128.0,lumpy,strong,broad_seasonal
papavero,6273,185,6088,0.9705,0.0295,412.0,0.0657,2.227,1.7731,18,10,24.163,0.6339,108,17.0,67.0,89.0,lumpy,strong,all_year
teucrium,6273,186,6087,0.9703,0.0297,426.0,0.0679,2.2903,2.5914,18,12,32.1243,1.2802,82,46.0,61.0,81.0,lumpy,strong,all_year
russelia,6273,187,6086,0.9702,0.0298,278.0,0.0443,1.4866,1.0644,18,12,26.1935,0.5126,232,63.2,102.0,182.2,lumpy,strong,all_year
rosa piramide,6273,188,6085,0.97,0.03,366.0,0.0583,1.9468,1.5979,18,11,31.8235,0.6737,127,87.0,105.0,121.0,lumpy,strong,all_year
myosotis,6273,189,6084,0.9699,0.0301,818.0,0.1304,4.328,5.3294,18,6,31.1117,1.5163,83,60.0,70.0,84.0,lumpy,strong,seasonal
cetriolo,6273,192,6081,0.9694,0.0306,1144.0,0.1824,5.9583,6.6497,18,5,4.3455,1.2455,118,62.5,64.0,86.5,lumpy,strong,seasonal
stapelia,6273,193,6080,0.9692,0.0308,359.0,0.0572,1.8601,1.7813,18,12,10.2865,0.9171,240,21.5,70.0,190.5,lumpy,strong,all_year
ligustro,6273,200,6073,0.9681,0.0319,389.0,0.062,1.945,1.8974,18,12,31.3668,0.9516,121,16.2,35.0,80.5,lumpy,strong,all_year
elaeagnus,6273,204,6069,0.9675,0.0325,494.0,0.0788,2.4216,2.261,18,12,30.8079,0.8718,150,10.0,34.0,66.0,lumpy,strong,all_year
zucca,6273,207,6066,0.967,0.033,736.0,0.1173,3.5556,3.5452,18,10,29.3107,0.9942,289,105.5,266.0,281.0,lumpy,strong,all_year
ruta,6273,208,6065,0.9668,0.0332,321.0,0.0512,1.5433,1.0893,18,12,16.9758,0.4982,316,50.0,76.0,84.0,lumpy,strong,all_year
rosa alberello,6273,209,6064,0.9667,0.0333,364.0,0.058,1.7416,1.4479,18,10,26.6202,0.6911,92,67.2,74.5,89.8,lumpy,strong,all_year
timo lady d,6273,209,6064,0.9667,0.0333,367.0,0.0585,1.756,1.4554,18,12,15.5529,0.6869,121,49.2,95.5,176.2,lumpy,strong,all_year
olea fragrans,6273,211,6062,0.9664,0.0336,389.0,0.062,1.8436,2.2016,18,12,29.5095,1.426,49,49.0,54.5,76.5,lumpy,strong,all_year
asparago,6273,213,6060,0.966,0.034,409.0,0.0652,1.9202,1.801,18,10,29.2075,0.8797,70,43.0,54.5,66.0,lumpy,strong,all_year
lobularia,6273,213,6060,0.966,0.034,573.0,0.0913,2.6901,2.2815,18,6,20.6085,0.7193,115,80.5,95.5,108.2,lumpy,strong,seasonal
geraneo interspecifico,6273,214,6059,0.9659,0.0341,549.0,0.0875,2.5654,2.2103,18,7,12.2066,0.7423,112,80.0,92.0,120.8,lumpy,strong,broad_seasonal
selaginella,6273,217,6056,0.9654,0.0346,351.0,0.056,1.6175,1.1849,18,10,28.8102,0.5366,354,4.0,12.0,309.2,lumpy,strong,all_year
rhaphiolepis,6273,218,6055,0.9652,0.0348,403.0,0.0642,1.8486,1.3441,18,12,28.0046,0.5286,101,60.2,63.5,87.2,lumpy,strong,all_year
orchidea,6273,221,6052,0.9648,0.0352,331.0,0.0528,1.4977,1.2707,18,12,27.1091,0.7198,66,9.0,49.0,257.0,lumpy,strong,all_year
timo serpillo,6273,221,6052,0.9648,0.0352,346.0,0.0552,1.5656,1.1166,18,12,23.15,0.5087,29,51.0,64.0,115.0,lumpy,strong,all_year
sedano,6273,221,6052,0.9648,0.0352,534.0,0.0851,2.4163,2.0335,18,11,24.1136,0.7082,107,62.0,82.5,129.8,lumpy,strong,all_year
ajuga,6273,233,6040,0.9629,0.0371,536.0,0.0854,2.3004,2.0161,18,12,18.1164,0.7681,330,36.0,83.0,146.0,lumpy,strong,all_year
exacum,6273,235,6038,0.9625,0.0375,674.0,0.1074,2.8681,2.8859,18,6,18.953,1.0125,200,151.0,157.5,176.5,lumpy,strong,seasonal
cotonaster,6273,236,6037,0.9624,0.0376,549.0,0.0875,2.3263,2.0955,18,12,15.2851,0.8114,104,14.0,26.0,46.0,lumpy,strong,all_year
fejoia,6273,241,6032,0.9616,0.0384,491.0,0.0783,2.0373,1.8288,18,12,25.8458,0.8057,322,13.0,28.5,46.8,lumpy,strong,all_year
ornitogallo,6273,242,6031,0.9614,0.0386,443.0,0.0706,1.8306,1.7019,18,9,18.5353,0.8644,98,49.0,64.0,71.0,lumpy,strong,broad_seasonal
erica cinerea,6273,242,6031,0.9614,0.0386,691.0,0.1102,2.8554,2.8721,18,9,23.0373,1.0117,342,4.2,224.5,252.5,lumpy,strong,broad_seasonal
eucalipto gunni,6273,243,6030,0.9613,0.0387,421.0,0.0671,1.7325,1.3691,18,12,23.9421,0.6245,145,25.5,65.5,112.8,lumpy,strong,all_year
timo foxley,6273,245,6028,0.9609,0.0391,441.0,0.0703,1.8,1.6286,18,12,12.9016,0.8187,113,21.0,55.0,73.0,lumpy,strong,all_year
anguria,6273,248,6025,0.9605,0.0395,1429.0,0.2278,5.7621,6.6488,18,5,15.0324,1.3314,148,98.8,111.0,115.0,lumpy,strong,seasonal
acacia mimosa,6273,249,6024,0.9603,0.0397,386.0,0.0615,1.5502,1.1353,18,11,24.0282,0.5363,67,18.8,33.5,41.0,lumpy,strong,all_year
leontopodium,6273,252,6021,0.9598,0.0402,476.0,0.0759,1.8889,1.3313,18,11,18.3546,0.4968,278,108.8,128.5,245.8,lumpy,strong,all_year
gelsomino,6273,255,6018,0.9593,0.0407,437.0,0.0697,1.7137,1.2768,18,12,23.0551,0.5551,101,51.0,60.5,75.0,lumpy,strong,all_year
eucalipto,6273,259,6014,0.9587,0.0413,471.0,0.0751,1.8185,1.5903,18,12,13.5388,0.7647,73,14.2,39.0,62.2,lumpy,strong,all_year
astilbe,6273,261,6012,0.9584,0.0416,528.0,0.0842,2.023,1.5663,18,11,20.1231,0.5995,97,57.2,68.5,77.0,lumpy,strong,all_year
kumquat,6273,262,6011,0.9582,0.0418,334.0,0.0532,1.2748,1.0653,18,12,23.9004,0.6984,144,11.8,34.5,52.8,lumpy,strong,all_year
piracantha,6273,267,6006,0.9574,0.0426,577.0,0.092,2.161,2.6244,18,12,23.0301,1.4748,92,13.5,47.0,99.0,lumpy,strong,all_year
agatea,6273,267,6006,0.9574,0.0426,682.0,0.1087,2.5543,2.3826,18,8,21.9436,0.87,78,58.0,74.0,90.0,lumpy,strong,broad_seasonal
corbezzolo,6273,269,6004,0.9571,0.0429,413.0,0.0658,1.5353,1.22,18,12,21.9925,0.6315,75,14.0,29.0,53.0,lumpy,strong,all_year
composizione p.grasse,6273,270,6003,0.957,0.043,556.0,0.0886,2.0593,1.8261,18,12,23.0929,0.7864,354,14.5,30.5,244.8,lumpy,strong,all_year
nertera,6273,271,6002,0.9568,0.0432,634.0,0.1011,2.3395,2.2728,18,10,19.9333,0.9438,136,92.0,138.0,235.0,lumpy,strong,all_year
hipericum,6273,272,6001,0.9566,0.0434,618.0,0.0985,2.2721,3.2016,18,12,22.9151,1.9857,189,55.2,71.0,95.8,lumpy,strong,all_year
erica arborea,6273,274,5999,0.9563,0.0437,708.0,0.1129,2.5839,2.4633,18,11,18.1758,0.9088,2,2.0,4.0,113.5,lumpy,strong,all_year
salvia ananas,6273,275,5998,0.9562,0.0438,420.0,0.067,1.5273,1.085,18,11,16.7263,0.5047,103,61.0,69.0,84.0,lumpy,strong,all_year
torenia,6273,281,5992,0.9552,0.0448,1319.0,0.2103,4.694,5.1094,18,5,7.95,1.1848,131,123.0,128.0,134.5,lumpy,strong,seasonal
dipladenia piramide,6273,287,5986,0.9542,0.0458,506.0,0.0807,1.7631,1.4116,18,8,19.2238,0.641,247,97.0,101.0,128.0,lumpy,strong,broad_seasonal
alloro,6273,288,5985,0.9541,0.0459,682.0,0.1087,2.3681,2.4388,18,12,20.6899,1.0606,112,20.0,47.0,77.0,lumpy,strong,all_year
ceanothus,6273,289,5984,0.9539,0.0461,610.0,0.0972,2.1107,1.7485,18,11,20.5521,0.6862,89,54.0,65.0,77.0,lumpy,strong,all_year
schizanthus,6273,289,5984,0.9539,0.0461,770.0,0.1227,2.6644,2.4327,18,4,19.1181,0.8337,78,45.5,53.0,64.0,lumpy,strong,seasonal
santolina,6273,292,5981,0.9535,0.0465,535.0,0.0853,1.8322,1.5182,18,12,16.8488,0.6867,117,50.0,84.0,148.0,lumpy,strong,all_year
menta mojito,6273,295,5978,0.953,0.047,703.0,0.1121,2.3831,2.2236,18,11,15.1122,0.8707,112,47.0,70.0,158.0,lumpy,strong,all_year
graminacee,6273,312,5960,0.9501,0.0497,496.0,0.0791,1.5929,1.2232,18,12,19.8842,0.5896,268,16.5,51.0,123.5,lumpy,strong,all_year
marimo,6273,317,5956,0.9495,0.0505,531.0,0.0846,1.6751,1.3067,18,12,5.4462,0.6085,86,7.0,9.0,31.0,lumpy,strong,all_year
viburnum,6273,328,5945,0.9477,0.0523,595.0,0.0949,1.814,1.6988,18,12,19.1743,0.877,82,6.2,14.0,46.8,lumpy,strong,all_year
alstroemeria,6273,328,5945,0.9477,0.0523,642.0,0.1023,1.9573,1.4243,18,8,18.0153,0.5295,121,87.0,93.5,102.2,lumpy,strong,broad_seasonal
gelsemium,6273,332,5941,0.9471,0.0529,534.0,0.0851,1.6084,1.1518,18,12,18.7523,0.5128,59,17.2,24.5,48.0,lumpy,strong,all_year
peperone,6273,338,5935,0.9461,0.0539,2296.0,0.366,6.7929,9.0386,18,8,13.1009,1.7705,115,97.8,160.0,198.2,lumpy,strong,broad_seasonal
lantana sellowiana,6273,343,5930,0.9453,0.0547,813.0,0.1296,2.3703,2.1192,18,9,17.8421,0.7994,83,74.5,103.0,134.2,lumpy,strong,broad_seasonal
eremophila,6273,346,5927,0.9448,0.0552,613.0,0.0977,1.7717,1.3862,18,12,15.5014,0.6122,92,46.5,64.5,69.5,lumpy,strong,all_year
lithodora,6273,346,5927,0.9448,0.0552,1649.0,0.2629,4.7659,5.3601,18,7,15.9507,1.2649,85,72.5,75.5,78.8,lumpy,strong,broad_seasonal
caladium,6273,357,5916,0.9431,0.0569,581.0,0.0926,1.6275,1.2079,18,7,13.8034,0.5509,128,91.5,98.5,104.8,lumpy,strong,broad_seasonal
wax flower,6273,359,5914,0.9428,0.0572,805.0,0.1283,2.2423,2.3098,18,7,16.4609,1.061,78,31.0,64.0,77.0,lumpy,strong,broad_seasonal
cipresso,6273,360,5913,0.9426,0.0574,788.0,0.1256,2.1889,2.0598,18,12,17.0028,0.8855,23,4.0,16.0,32.0,lumpy,strong,all_year
canna indica,6273,362,5911,0.9423,0.0577,592.0,0.0944,1.6354,1.2184,18,12,16.7535,0.555,88,41.0,44.0,48.0,lumpy,strong,all_year
codiaeum,6273,364,5909,0.942,0.058,545.0,0.0869,1.4973,2.1887,18,12,17.2534,2.137,101,6.5,8.0,24.5,lumpy,strong,all_year
mandevila,6273,365,5908,0.9418,0.0582,831.0,0.1325,2.2767,2.2793,18,10,6.6868,1.0023,153,75.0,88.0,102.0,lumpy,strong,all_year
elicrisio,6273,365,5907,0.9417,0.0582,1020.0,0.1626,2.7973,2.9608,18,9,14.3077,1.1204,81,59.0,74.0,95.2,lumpy,strong,broad_seasonal
nymphaea,6273,375,5898,0.9402,0.0598,700.0,0.1116,1.8667,1.5281,18,8,14.8235,0.6702,130,80.0,87.5,103.5,lumpy,strong,broad_seasonal
pieris,6273,376,5897,0.9401,0.0599,709.0,0.113,1.8856,1.6877,18,12,16.68,0.801,80,22.0,29.0,53.0,lumpy,strong,all_year
salvia tricolor,6273,379,5894,0.9396,0.0604,755.0,0.1204,1.9921,1.7435,18,12,15.5053,0.766,85,64.5,81.5,105.0,lumpy,strong,all_year
eustoma,6273,386,5887,0.9385,0.0615,1090.0,0.1738,2.8238,3.095,18,9,15.4753,1.2013,172,139.0,162.0,172.5,lumpy,strong,broad_seasonal
scaevola,6273,390,5883,0.9378,0.0622,917.0,0.1462,2.3513,1.9511,18,7,15.3316,0.6886,171,107.5,120.0,131.0,lumpy,strong,broad_seasonal
muehlenbeckia,6273,409,5863,0.9346,0.0652,771.0,0.1229,1.8875,1.8223,18,12,8.9877,0.932,279,7.0,22.0,53.0,lumpy,strong,all_year
juncus,6273,413,5860,0.9342,0.0658,631.0,0.1006,1.5278,1.2057,18,12,13.0364,0.6228,60,7.5,15.0,40.2,lumpy,strong,all_year
erica verticillata,6273,413,5860,0.9342,0.0658,1018.0,0.1623,2.4649,2.1057,18,9,11.5558,0.7298,295,189.0,236.0,254.0,lumpy,strong,broad_seasonal
menta limone,6273,416,5857,0.9337,0.0663,896.0,0.1428,2.1538,3.7353,18,12,12.4169,3.0075,196,59.5,85.5,124.2,lumpy,strong,all_year
calendula,6273,416,5857,0.9337,0.0663,1149.0,0.1832,2.762,3.1129,18,8,15.012,1.2702,73,8.0,25.0,36.0,lumpy,strong,broad_seasonal
violacciocca,6273,417,5856,0.9335,0.0665,1160.0,0.1849,2.7818,2.7723,18,6,14.9688,0.9932,85,24.8,45.5,55.0,lumpy,strong,seasonal
rhipsalidopsis,6273,424,5849,0.9324,0.0676,1045.0,0.1666,2.4646,2.514,18,12,14.7825,1.0405,118,11.0,44.0,78.5,lumpy,strong,all_year
drosanthemum,6273,426,5847,0.9321,0.0679,1106.0,0.1763,2.5962,2.544,18,12,14.3153,0.9602,111,63.0,76.0,100.0,lumpy,strong,all_year
cosmos,6273,429,5844,0.9316,0.0684,1898.0,0.3026,4.4242,4.7603,18,7,13.722,1.1577,122,102.8,117.0,140.0,lumpy,strong,broad_seasonal
rubus,6273,430,5843,0.9315,0.0685,878.0,0.14,2.0419,1.8954,18,12,14.4476,0.8617,67,35.0,51.5,65.8,lumpy,strong,all_year
rhipsalis,6273,434,5839,0.9308,0.0692,662.0,0.1055,1.5253,1.4029,18,12,9.2402,0.8459,95,3.5,7.0,34.5,lumpy,strong,all_year
osmanthus,6273,434,5839,0.9308,0.0692,724.0,0.1154,1.6682,1.4209,18,12,14.4688,0.7255,289,8.5,23.5,50.8,lumpy,strong,all_year
menta marocchina,6273,443,5830,0.9294,0.0706,878.0,0.14,1.9819,1.55,18,12,7.4412,0.6116,89,27.0,39.5,52.8,lumpy,strong,all_year
pomodoro,6273,447,5826,0.9287,0.0713,7061.0,1.1256,15.7964,23.5782,18,7,10.7399,2.2279,115,56.0,66.0,93.0,lumpy,strong,broad_seasonal
convallaria,6273,450,5823,0.9283,0.0717,1116.0,0.1779,2.48,2.6497,18,11,13.7038,1.1415,96,27.5,41.0,47.2,lumpy,strong,all_year
bacopa,6273,451,5822,0.9281,0.0719,1688.0,0.2691,3.7428,3.8228,18,6,13.0489,1.0432,103,77.0,83.0,96.0,lumpy,strong,seasonal
muscari,6273,452,5821,0.9279,0.0721,966.0,0.154,2.1372,1.9919,18,9,13.2395,0.8687,53,7.0,12.0,32.0,lumpy,strong,broad_seasonal
gypsophilla,6273,453,5820,0.9278,0.0722,1069.0,0.1704,2.3598,2.2608,18,8,13.7721,0.9179,137,43.2,51.0,60.5,lumpy,strong,broad_seasonal
erica,6273,457,5816,0.9271,0.0729,1158.0,0.1846,2.5339,2.2912,18,11,12.0899,0.8176,296,4.8,150.0,264.2,lumpy,strong,all_year
syngonium,6273,460,5813,0.9267,0.0733,624.0,0.0995,1.3565,1.1637,18,12,13.4597,0.7359,186,7.0,66.0,100.0,lumpy,strong,all_year
gaura,6273,465,5808,0.9259,0.0741,985.0,0.157,2.1183,1.7136,18,10,12.9203,0.6544,129,69.0,100.0,113.0,lumpy,strong,all_year
mandevilla,6273,465,5808,0.9259,0.0741,1007.0,0.1605,2.1656,2.6418,18,8,13.0927,1.4881,95,96.0,135.0,156.0,lumpy,strong,broad_seasonal
anemone,6273,467,5806,0.9256,0.0744,842.0,0.1342,1.803,1.6931,18,11,13.4292,0.8818,85,16.2,38.0,45.8,lumpy,strong,all_year
lewisia,6273,469,5804,0.9252,0.0748,986.0,0.1572,2.1023,1.8345,18,12,13.1581,0.7615,54,10.2,18.5,37.5,lumpy,strong,all_year
saxifraga,6273,470,5803,0.9251,0.0749,1502.0,0.2394,3.1957,3.3015,18,9,10.0597,1.0673,77,22.2,30.0,46.5,lumpy,strong,broad_seasonal
nipitella,6273,473,5800,0.9246,0.0754,780.0,0.1243,1.649,1.2704,18,12,11.0869,0.5935,121,15.5,49.0,77.0,lumpy,strong,all_year
hypoestes,6273,474,5799,0.9244,0.0756,1136.0,0.1811,2.3966,2.7146,18,12,8.5476,1.2829,140,24.2,53.0,136.8,lumpy,strong,all_year
lagestroemia,6273,478,5795,0.9238,0.0762,949.0,0.1513,1.9854,1.5999,18,11,12.3669,0.6494,230,62.0,97.0,131.0,lumpy,strong,all_year
heuchera,6273,479,5794,0.9236,0.0764,1026.0,0.1636,2.142,1.8206,18,12,11.6841,0.7224,292,14.8,21.0,56.8,lumpy,strong,all_year
hydrangea macrophylla,6273,482,5791,0.9232,0.0768,1079.0,0.172,2.2386,2.0369,18,10,11.711,0.8279,133,61.0,69.0,85.0,lumpy,strong,all_year
pianta,6273,483,5790,0.923,0.077,1014.0,0.1616,2.0994,1.9934,18,12,12.805,0.9016,143,4.8,18.5,91.5,lumpy,strong,all_year
hydrangea paniculata,6273,487,5786,0.9224,0.0776,864.0,0.1377,1.7741,1.3062,18,10,12.4444,0.542,98,67.0,80.0,121.0,lumpy,strong,all_year
