family_name,days_total,pos_days,zero_days,zero_rate,pos_rate,qty_total,qty_avg_all_days,qty_avg_pos_days,qty_std_pos_days,years_count,active_months,adi,cv2_pos,peak_doy,season_start_p25,season_start_p50,season_start_p75,demand_class,data_quality_class,seasonality_class
euphorbia,6273,2239,4034,0.6431,0.3569,7819.0,1.2465,3.4922,4.2224,18,12,2.8012,1.4619,153,2.2,4.5,9.5,lumpy,strong,all_year
tulipano,6273,2251,4022,0.6412,0.3588,9172.0,1.4621,4.0746,3.8875,18,10,2.7867,0.9103,293,2.0,3.0,3.0,lumpy,strong,all_year
surfinia,6273,2257,4016,0.6402,0.3598,78617.0,12.5326,34.8325,43.069,18,9,2.6512,1.5288,115,65.0,68.0,73.0,lumpy,strong,broad_seasonal
conifere,6273,2287,3986,0.6354,0.3646,8938.0,1.4248,3.9082,4.6261,18,12,2.741,1.4012,303,2.0,2.5,6.0,lumpy,strong,all_year
cipresso goldcrest,6273,2289,3984,0.6351,0.3649,7119.0,1.1349,3.1101,3.2451,18,12,2.7365,1.0887,303,2.0,3.5,5.0,lumpy,strong,all_year
garofano,6273,2330,3943,0.6286,0.3714,21578.0,3.4398,9.2609,10.9187,18,11,2.6754,1.39,92,10.2,19.0,34.0,lumpy,strong,all_year
euphorbia milii,6273,2331,3942,0.6284,0.3716,9402.0,1.4988,4.0335,3.9628,18,12,2.6841,0.9653,153,7.5,18.5,37.5,lumpy,strong,all_year
giacinto,6273,2379,3894,0.6208,0.3792,15682.0,2.4999,6.5918,7.9048,18,11,2.6371,1.438,64,2.0,2.0,2.8,lumpy,strong,all_year
salvia,6273,2396,3877,0.618,0.382,8798.0,1.4025,3.672,4.1559,18,12,2.5716,1.281,85,3.0,12.0,53.0,lumpy,strong,all_year
azalea,6273,2404,3869,0.6168,0.3832,8384.0,1.3365,3.4875,4.1251,18,12,2.6097,1.3991,92,3.2,5.5,17.5,lumpy,strong,all_year
tillandsia,6273,2420,3853,0.6142,0.3858,5493.0,0.8757,2.2698,2.0499,18,12,2.5754,0.8156,355,2.2,3.5,7.0,lumpy,strong,all_year
rosmarino,6273,2430,3843,0.6126,0.3874,8337.0,1.329,3.4309,3.7558,18,12,2.5554,1.1984,85,2.2,6.5,16.5,lumpy,strong,all_year
rhynchospermum,6273,2434,3839,0.612,0.388,8353.0,1.3316,3.4318,3.2264,18,12,2.5762,0.8839,153,4.0,8.0,14.8,lumpy,strong,all_year
carnivora dionea,6273,2476,3797,0.6053,0.3947,5259.0,0.8384,2.124,1.7511,18,12,2.5236,0.6797,121,4.0,5.5,10.5,lumpy,strong,all_year
dipladenia,6273,2480,3792,0.6045,0.3953,20476.0,3.2641,8.2569,9.66,18,10,2.4905,1.3688,153,56.8,62.0,70.5,lumpy,strong,all_year
guzmania,6273,2533,3740,0.5962,0.4038,5257.0,0.838,2.0754,1.6618,18,12,2.4759,0.6412,358,3.0,3.0,5.0,lumpy,strong,all_year
calathea,6273,2557,3716,0.5924,0.4076,4942.0,0.7878,1.9327,1.495,18,12,2.4527,0.5983,358,2.0,3.0,4.0,lumpy,strong,all_year
geraneo,6273,2565,3708,0.5911,0.4089,190789.0,30.4143,74.3817,98.6556,18,10,2.4267,1.7592,115,52.2,57.5,65.0,lumpy,strong,all_year
pothos,6273,2587,3686,0.5876,0.4124,5628.0,0.8972,2.1755,1.8038,18,12,2.4184,0.6875,121,2.0,3.5,8.0,lumpy,strong,all_year
cipolla,6273,2599,3674,0.5857,0.4143,13858.0,2.2092,5.3321,6.1207,18,12,2.4092,1.3177,115,4.0,6.0,8.8,lumpy,strong,all_year
campanula,6273,2728,3545,0.5651,0.4349,17718.0,2.8245,6.4949,7.4629,18,11,2.2897,1.3203,115,20.0,26.0,33.5,lumpy,strong,all_year
euonymus,6273,2730,3543,0.5648,0.4352,10867.0,1.7323,3.9806,4.1891,18,12,2.2972,1.1075,301,2.2,4.0,5.5,lumpy,strong,all_year
dieffembachia,6273,2825,3448,0.5497,0.4503,5320.0,0.8481,1.8832,1.5414,18,12,2.2203,0.6699,88,2.0,3.0,3.8,lumpy,strong,all_year
sanseveria,6273,2907,3366,0.5366,0.4634,6556.0,1.0451,2.2552,2.3048,18,12,2.1573,1.0444,135,2.0,3.0,4.0,lumpy,strong,all_year
basilico,6273,3117,3156,0.5031,0.4969,38534.0,6.1428,12.3625,18.1651,18,12,1.9942,2.159,115,29.5,50.0,53.0,lumpy,strong,all_year
rosa,6273,3180,3093,0.4931,0.5069,19320.0,3.0799,6.0755,7.9653,18,12,1.9707,1.7189,121,3.0,4.5,15.8,lumpy,strong,all_year
cactus gymno,6273,3206,3067,0.4889,0.5111,9215.0,1.469,2.8743,2.6914,18,12,1.9566,0.8768,358,2.2,3.0,4.0,lumpy,strong,all_year
peperoncino,6273,3337,2936,0.468,0.532,15246.0,2.4304,4.5688,5.2842,18,12,1.8795,1.3377,121,2.2,6.0,8.2,lumpy,strong,all_year
ciclamino,6273,3364,2909,0.4637,0.5363,98050.0,15.6305,29.1468,35.9309,18,12,1.865,1.5197,303,2.0,2.0,2.0,lumpy,strong,all_year
pansè,6273,3385,2888,0.4604,0.5396,249293.0,39.7406,73.6464,89.9602,18,12,1.8534,1.4921,305,2.0,2.0,2.0,lumpy,strong,all_year
begonia,6273,3448,2825,0.4503,0.5497,12911.0,2.0582,3.7445,4.0149,18,12,1.8187,1.1497,121,5.2,7.0,14.0,lumpy,strong,all_year
aromatiche,6273,3896,2377,0.3789,0.6211,61886.0,9.8655,15.8845,25.7379,18,12,1.609,2.6254,115,2.0,2.0,12.0,lumpy,strong,all_year
edera,6273,4326,1947,0.3104,0.6896,19057.0,3.0379,4.4052,4.1321,18,12,1.4502,0.8798,302,2.0,2.0,3.0,lumpy,strong,all_year
anthurium,6273,4344,1929,0.3075,0.6925,13517.0,2.1548,3.1116,2.8112,18,12,1.4442,0.8162,301,2.0,2.5,3.0,lumpy,strong,all_year
ortaggi,6273,4702,1571,0.2504,0.7496,321789.0,51.2975,68.4366,113.9694,18,12,1.3278,2.7733,120,3.2,6.5,30.8,lumpy,strong,all_year
